SP80053ControlDetailIndex,SP80053ID,SP80053ControlFamilyControlDetailID,SP80053ControlDetailID,SP80053ControlDetailEnhancement,SP80053ControlDetailEnhancementID,SP80053ControlDetailEnhancementTitle,SP80053ControlDetailDescription,SP80053ControlDetailAssignment,SP80053ControlDetailTier,SP80053ControlDetailDesignation,SP80053ControlDetailSupplementalGuidance,SP80053ControlDetailReference,SP80053ControlDetailPriority,SP80053ControlDetailAssurance,SP80053ControlDetailBaseline,SP80053ControlDetailBaselineMod,SP80053ControlDetailBaselineHigh,SP80053ControlIndex
492,SP 800-53 CP-6 (2),CP-6 (2),6 (2),1,(2),RECOVERY TIME / POINT OBJECTIVES,The organization configures the alternate storage site to facilitate recovery operations in accordance with recovery time and recovery point objectives.,,Organization,,,,P1,0,0,0,1,67
337,SP 800-53 CA-8 (2),CA-8 (2),8 (2),1,(2),RED TEAM EXERCISES,The organization employs [Assignment: organization-defined red team exercises] to simulate attempts by adversaries to compromise organizational information systems in accordance with [Assignment: organization-defined rules of engagement].,Assignment: organization-defined red team exercises,Organization,,,,P2,1,0,0,0,50
1280,SP 800-53 SC-40 (2),SC-40 (2),40 (2),1,(2),REDUCE DETECTION POTENTIAL,The information system implements cryptographic mechanisms to reduce the detection potential of wireless links to [Assignment: organization-defined level of reduction].,Assignment: organization-defined level of reduction,Information System,,,,P0,0,0,0,0,220
66,SP 800-53 AC-2 (2),AC-2 (2),2 (2),1,(2),REMOVAL OF TEMPORARY / EMERGENCY ACCOUNTS,The information system automatically [Selection: removes; disables] temporary and emergency accounts after [Assignment: organization-defined time period for each type of account].,Selection: removes; disables,Information System,,,,P1,0,0,1,1,2
400,SP 800-53 CM-6 (2),CM-6 (2),6 (2),1,(2),RESPOND TO UNAUTHORIZED CHANGES,The organization employs [Assignment: organization-defined security safeguards] to respond to unauthorized changes to [Assignment: organization-defined configuration settings].,Assignment: organization-defined security safeguards,Organization,,,,P1,0,0,0,1,57
1339,SP 800-53 SI-10 (2),SI-10 (2),10 (2),1,(2),REVIEW / RESOLUTION OF ERRORS,The organization ensures that input validation errors are reviewed and resolved within [Assignment: organization-defined time period].,Assignment: organization-defined time period,Organization,,,,P1,1,0,0,0,233
232,SP 800-53 AU-13 (2),AU-13 (2),13 (2),1,(2),REVIEW OF MONITORED SITES,The organization reviews the open source information sites being monitored [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P0,1,0,0,0,41
392,SP 800-53 CM-5 (2),CM-5 (2),5 (2),1,(2),REVIEW SYSTEM CHANGES,The organization reviews information system changes [Assignment: organization-defined frequency] and [Assignment: organization-defined circumstances] to determine whether unauthorized changes have occurred.,Assignment: organization-defined frequency,Organization,,,,P1,0,0,0,1,56
283,SP 800-53 AU-8 (2),AU-8 (2),8 (2),1,(2),SECONDARY AUTHORITATIVE TIME SOURCE,The information system identifies a secondary authoritative time source that is located in a different geographic region than the primary authoritative time source.,,Information System,,,,P1,0,0,0,0,35
719,SP 800-53 MA-5 (2),MA-5 (2),5 (2),1,(2),SECURITY CLEARANCES FOR CLASSIFIED SYSTEMS,"The organization ensures that personnel performing maintenance and diagnostic activities on an information system processing, storing, or transmitting classified information possess security clearances and formal access approvals for at least the highest",,Organization,,,,P2,0,0,0,0,100
1072,SP 800-53 SA-15 (2),SA-15 (2),15 (2),1,(2),SECURITY TRACKING TOOLS,"The organization requires the developer of the information system, system component, or information system service to select and employ a security tracking tool for use during the development process.",,Organization,,,,P2,1,0,0,0,176
240,SP 800-53 AU-16 (2),AU-16 (2),16 (2),1,(2),SHARING OF AUDIT INFORMATION,The organization provides cross-organizational audit information to [Assignment: organization-defined organizations] based on [Assignment: organization-defined cross-organizational sharing agreements].,Assignment: organization-defined organizations,Organization,,,,P0,0,0,0,0,43
508,SP 800-53 CP-8 (2),CP-8 (2),8 (2),1,(2),SINGLE POINTS OF FAILURE,The organization obtains alternate telecommunications services to reduce the likelihood of sharing a single point of failure with primary telecommunications services.,,Organization,,,,P1,0,0,1,1,69
300,SP 800-53 CA-2 (2),CA-2 (2),2 (2),1,(2),SPECIALIZED ASSESSMENTS,"The organization includes as part of security control assessments, [Assignment: organizationdefined frequency], [Selection: announced; unannounced], [Selection (one or more): in-depth monitoring; vulnerability scanning; malicious user testing; insider threat assessment; performance/load testing; [Assignment: organization-defined other forms of security assessment]].",Assignment: organizationdefined frequency,Organization,,,,P2,1,0,0,1,45
225,SP 800-53 AU-12 (2),AU-12 (2),12 (2),1,(2),STANDARDIZED FORMATS,The information system produces a system-wide (logical or physical) audit trail composed of audit records in a standardized format.,,Information System,,,,P1,0,0,0,0,39
187,SP 800-53 AC-9 (2),AC-9 (2),9 (2),1,(2),SUCCESSFUL / UNSUCCESSFUL LOGONS,The information system notifies the user of the number of [Selection: successful logons/accesses; unsuccessful logon/access attempts; both] during [Assignment: organization-defined time period].,Selection: successful logons/accesses; unsuccessful logon/access attempts; both,Information System,,,,P0,0,0,0,0,9
553,SP 800-53 IA-4 (2),IA-4 (2),4 (2),1,(2),SUPERVISOR AUTHORIZATION,The organization requires that the registration process to receive an individual identifier includes supervisor authorization.,,Organization,,,,P1,0,0,0,0,78
889,SP 800-53 PL-8 (2),PL-8 (2),8 (2),1,(2),SUPPLIER DIVERSITY,The organization requires that [Assignment: organization-defined security safeguards] allocated to [Assignment: organization-defined locations and architectural layers] are obtained from different suppliers.,Assignment: organization-defined security safeguards,Organization,,,,P1,1,0,0,0,133
1058,SP 800-53 SA-12 (2),SA-12 (2),12 (2),1,(2),SUPPLIER REVIEWS,"The organization conducts a supplier review prior to entering into a contractual agreement to acquire the information system, system component, or information system service.",,Organization,,,,P1,1,0,0,0,173
785,SP 800-53 PE-13 (2),PE-13 (2),13 (2),1,(2),SUPPRESSION DEVICES / SYSTEMS,The organization employs fire suppression devices/systems for the information system that provide automatic notification of any activation to Assignment: organization-defined personnel or roles] and [Assignment: organization-defined emergency responders].,,Organization,,,,P1,0,0,0,1,121
1193,SP 800-53 SC-12 (2),SC-12 (2),12 (2),1,(2),SYMMETRIC KEYS,"The organization produces, controls, and distributes symmetric cryptographic keys using [Selection: NIST FIPS-compliant; NSA-approved] key management technology and processes.",Selection: NIST FIPS-compliant; NSA-approved,Organization,,,,P1,0,0,0,0,194
375,SP 800-53 CM-3 (2),CM-3 (2),3 (2),1,(2),TEST / VALIDATE / DOCUMENT CHANGES,"The organization tests, validates, and documents changes to the information system before implementing the changes on the operational system.",,Organization,,,,P1,1,0,1,1,54
516,SP 800-53 CP-9 (2),CP-9 (2),9 (2),1,(2),TEST RESTORATION USING SAMPLING,The organization uses a sample of backup information in the restoration of selected information system functions as part of contingency plan testing.,,Organization,,,,P1,0,0,0,1,70
1275,SP 800-53 SC-39 (2),SC-39 (2),39 (2),1,(2),THREAD ISOLATION,The information system maintains a separate execution domain for each thread in [Assignment: organization-defined multi-threaded processing].,Assignment: organization-defined multi-threaded processing,Information System,,,,P1,1,0,0,0,219
1037,SP 800-53 SA-11 (2),SA-11 (2),11 (2),1,(2),THREAT AND VULNERABILITY ANALYSES,"The organization requires the developer of the information system, system component, or information system service to perform threat and vulnerability analyses and subsequent testing/evaluation of the as-built system, component, or service.",,Organization,,,,P1,1,0,0,0,172
666,SP 800-53 IR-9 (2),IR-9 (2),9 (2),1,(2),TRAINING,The organization provides information spillage response training [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P0,0,0,0,0,94
443,SP 800-53 CP-10 (2),CP-10 (2),10 (2),1,(2),TRANSACTION RECOVERY,The information system implements transaction recovery for systems that are transaction-based.,,Information System,,,,P1,0,0,1,1,71
608,SP 800-53 IA-9 (2),IA-9 (2),9 (2),1,(2),TRANSMISSION OF DECISIONS,The organization ensures that identification and authentication decisions are transmitted between [Assignment: organization-defined services] consistent with organizational policies.,Assignment: organization-defined services,Organization,,,,P0,0,0,0,0,83
810,SP 800-53 PE-2 (2),PE-2 (2),2 (2),1,(2),TWO FORMS OF IDENTIFICATION,The organization requires two forms of identification from [Assignment: organization-defined list of acceptable forms of identification] for visitor access to the facility where the information system resides.,Assignment: organization-defined list of acceptable forms of identification,Organization,,,,P1,0,0,0,0,111
1008,SP 800-53 RA-5 (2),RA-5 (2),5 (2),1,(2),UPDATE BY FREQUENCY / PRIOR TO NEW SCAN / WHEN IDENTIFIED,The organization updates the information system vulnerabilities scanned [Selection (one or more): [Assignment: organization-defined frequency]; prior to a new scan; when new vulnerabilities are identified and reported].,Selection (one or more): [Assignment: organization-defined frequency,Organization,,,,P1,1,0,1,1,162
389,SP 800-53 CM-4 (2),CM-4 (2),4 (2),1,(2),VERIFICATION OF SECURITY FUNCTIONS,"The organization, after the information system is changed, checks the security functions to verify that the functions are implemented correctly, operating as intended, and producing the desired outcome with regard to meeting the security requirements for the system.",,Organization,,,,P2,1,0,0,0,55
642,SP 800-53 IR-6 (2),IR-6 (2),6 (2),1,(2),VULNERABILITIES RELATED TO INCIDENTS,The organization reports information system vulnerabilities associated with reported security incidents to [Assignment: organization-defined personnel or roles].,Assignment: organization-defined personnel or roles,Organization,,,,P1,0,0,0,0,91
838,SP 800-53 PE-5 (2)(a),PE-5 (2)(a),5 (2)(a),1,(2)(a),ACCESS TO OUTPUT BY INDIVIDUAL IDENTITY,The information system controls physical access to output from [Assignment: organization-defined output devices].,Assignment: organization-defined output devices,Information System,,,,P2,0,0,0,0,114
483,SP 800-53 CP-4 (2)(a),CP-4 (2)(a),4 (2)(a),1,(2)(a),ALTERNATE PROCESSING SITE,The organization tests the contingency plan at the alternate processing site to familiarize contingency personnel with the facility and available resources.,,Organization,,,,P2,1,0,0,1,66
681,SP 800-53 MA-2 (2)(a),MA-2 (2)(a),2 (2)(a),1,(2)(a),AUTOMATED MAINTENANCE ACTIVITIES,"The organization employs automated mechanisms to schedule, conduct, and document maintenance and repairs.",,Organization,,,,P2,0,0,0,1,97
972,SP 800-53 PS-6 (2)(a),PS-6 (2)(a),6 (2)(a),1,(2)(a),CLASSIFIED INFORMATION REQUIRING SPECIAL PROTECTION,The organization ensures that access to classified information requiring special protection is granted only to individuals who have a valid access authorization that is demonstrated by assigned official government duties;,,Organization,,,,P3,1,0,0,0,156
648,SP 800-53 IR-7 (2)(a),IR-7 (2)(a),7 (2)(a),1,(2)(a),COORDINATION WITH EXTERNAL PROVIDERS,"The organization establishes a direct, cooperative relationship between its incident response capability and external providers of information system protection capability.",,Organization,,,,P2,0,0,0,0,92
778,SP 800-53 PE-11 (2)(a),PE-11 (2)(a),11 (2)(a),1,(2)(a),LONG-TERM ALTERNATE POWER SUPPLY - SELF-CONTAINED,The organization provides a long-term alternate power supply for the information system that is self-contained;,,Organization,,,,P1,0,0,0,0,119
577,SP 800-53 IA-5 (2)(a),IA-5 (2)(a),5 (2)(a),1,(2)(a),PKI-BASED AUTHENTICATION,"The information system, for PKI-based authentication validates certifications by constructing and verifying a certification path to an accepted trust anchor including checking certificate status information;",,Information System,,,,P1,0,0,1,1,79
1095,SP 800-53 SA-17 (2)(a),SA-17 (2)(a),17 (2)(a),1,(2)(a),SECURITY-RELEVANT COMPONENTS,"The organization requires the developer of the information system, system component, or information system service to define security-relevant hardware, software, and firmware.",,Organization,,,,P1,1,0,0,0,178
